JobTitle,Company,Location,Skills,JobLink,Source
Generative AI & Machine Learning Engineer,USA015 Thomson Reuters Special Services LLC,,,https://thomsonreuters.wd5.myworkdayjobs.com/External_Career_Site/job/United-States-of-America-McLean-Virginia/Generative-AI---Machine-Learning-Engineer_JREQ193871/apply,JSearch
"Machine Learning Engineer/Senior Machine Learning Engineer - Devops, AI for Drug Discovery",Genentech,New York,,https://careers.gene.com/us/en/job/202509-122841/Machine-Learning-Engineer-Senior-Machine-Learning-Engineer-Devops-AI-for-Drug-Discovery,JSearch
Senior Scientific Machine Learning Engineer – Earth-2,NVIDIA Corporation,,,https://jobs.nvidia.com/careers/job/893393277889?ncid=ref-inpa-,JSearch
MLOps Engineer,TechWish,Tysons,,https://www.linkedin.com/jobs/view/mlops-engineer-at-techwish-4380200372,JSearch
"Senior Machine Learning Engineer, Ranking - Quora (Remote)",Quora,,,https://builtin.com/job/senior-machine-learning-engineer-ranking-quora-remote/8153243,JSearch
Senior Machine Learning Engineer - Ads,Uber,New York,,https://www.uber.com/global/en/careers/list/152625/,JSearch
AI Machine Learning Engineer,The Hartford,Charlotte,,https://www.jointhehartford.com/job/4915/ai-machine-learning-engineer-data-analytics-us-nc-charlotte/,JSearch
"Machine Learning Engineer, Express AI Foundations",Adobe,San Jose,,https://careers.adobe.com/us/en/job/R167647/Machine-Learning-Engineer-Express-AI-Foundations,JSearch
"AI Engineer, Platform Infrastructure, Special Programs",SpaceX,Washington,,https://www.linkedin.com/jobs/view/ai-engineer-platform-infrastructure-special-programs-at-spacex-4416743387,JSearch
Cyber Operations Engineer - Artificial Intelligence,The MITRE Corporation,McLean,,https://careers.mitre.org/us/en/job/R116703/Cyber-Operations-Engineer-Artificial-Intelligence,JSearch
"AI Engineer, Marketing",Planet,Arlington,,https://www.linkedin.com/jobs/view/ai-engineer-marketing-at-planet-4402642065,JSearch
AI Engineer,General Dynamics,Falls Church,,https://bebee.com/us/jobs/ai-engineer-general-dynamics-falls-church--lifeworq-83774cab-723f-4c1f-a105-1c23f9e1aa9f,JSearch
AI Engineer ( Gaming Industry ),Vantor,McLean,,https://bebee.com/us/jobs/ai-engineer-gaming-industry-vantor-mclean--dc-DD10804F5C9C7874E96C677AF6576119,JSearch
AI Engineer (Remote),Booz Allen Hamilton,Fort Belvoir,,https://bebee.com/us/jobs/ai-engineer-remote-booz-allen-hamilton-fort-belvoir--dc-4D110D6C38FE52F0D53B8C92C0EF93A7,JSearch
SDET (AI/LLM Experience),Secretaria de Serviços Prefeitura de São Paulo,Reston,,https://www.linkedin.com/jobs/view/sdet-ai-llm-experience-at-secretaria-de-servi%C3%A7os-prefeitura-de-s%C3%A3o-paulo-4427980095,JSearch
Software Engineer (AI Engineer),"Constellation Technologies, Inc",Linthicum Heights,,https://www.jobleads.com/us/job/software-engineer-ai-engineer-fully-cleared-with-polygraph-required--linthicum--e1684640b9225cca9e64f2972be2c2724,JSearch
Systems Engineer AI/ML SME,"Systek, Inc.",,,https://www.indeed.com/viewjob?jk=7250f17a441b3d0c,JSearch
Artificial Intelligence/Machine Learning (AI/ML) Engineer,Base-2 Solutions,,,https://clearedcareers.com/job/787995/artificial-intelligence-machine-learning-ai-ml-engineer/,JSearch
AI Engineer with Security Clearance,Avid Technology Professionals,Annapolis Junction,,https://www.linkedin.com/jobs/view/ai-engineer-with-security-clearance-at-avid-technology-professionals-4419415479,JSearch
AI Model SME,Booz Allen Hamilton,Fort Meade,,https://www.linkedin.com/jobs/view/ai-model-sme-at-booz-allen-hamilton-4426516302,JSearch
AI Engineer III - Blue Ring,"Blue Origin Personnel, LLC",,,https://blueorigin.wd5.myworkdayjobs.com/en-US/BlueOrigin/job/AI-Engineer-III---Blue-Ring_R60897,JSearch
Python Backend Developer / Applied AI Engineer (In Office),Dragin,,,https://www.linkedin.com/jobs/view/python-backend-developer-applied-ai-engineer-in-office-at-dragin-4426389323,JSearch
Engineer III – CCaaS Data & AI Engineer,Objectways,Charlotte,,https://www.linkedin.com/jobs/view/engineer-iii-%E2%80%93-ccaas-data-ai-engineer-at-objectways-4427446181,JSearch
Entry Level AI Engineer,People In AI,Pittsburgh,,https://www.linkedin.com/jobs/view/entry-level-ai-engineer-at-people-in-ai-4428157066,JSearch
AI Engineer III - Blue Ring,Blue Origin,Renton,,https://bebee.com/us/jobs/ai-engineer-iii-blue-ring-blue-origin-renton--lensa-2365_340b0d1dd054078da5a4d6ccb4eaee4596b4050929a21381c417f0f6d3d92101,JSearch
Principal DevOps Engineer - 90372837 - Remote,Amtrak,Washington,,https://careers.amtrak.com/job/Washington-Principal-DevOps-Engineer-90372837-Remote-DC-20002/1382747200/,JSearch
Sr Cloud DevOps Engineer,Cherokee Federal,Washington,,https://www.linkedin.com/jobs/view/sr-cloud-devops-engineer-at-cherokee-federal-4428302815,JSearch
DevOps & Tools Engineer,Olik Global,Washington,,https://www.linkedin.com/jobs/view/devops-tools-engineer-at-olik-global-4428134649,JSearch
Junior Cloud DevOps Engineer,Guidehouse,Washington,,https://www.indeed.com/viewjob?jk=0fe54ec338218968,JSearch
Systems DevOps Engineer,RedBeard Solutions,Alexandria,,"https://www.ziprecruiter.com/c/RedBeard-Solutions/Job/Systems-DevOps-Engineer/-in-Alexandria,VA?jid=f7070c435265edee",JSearch
Jr Cloud DevOps Engineer Jobs,Cherokee Federal,Washington,,https://www.clearancejobs.com/jobs/8974036/jr-cloud-devops-engineer,JSearch
AWS DevOps Engineer,Smart IT Frame LLC,Bethesda,,https://www.linkedin.com/jobs/view/aws-devops-engineer-at-smart-it-frame-llc-4426977031?position=16&pageNum=0&refId=em0i%2F1zIuhWHJcskATQNjA%3D%3D&trackingId=E8igurKVIhRflMsMFfaAPg%3D%3D,JSearch
Junior Cloud DevOps Engineer,"Grant Leading Technology, LLC",Riverdale Park,,https://www.indeed.com/viewjob?jk=1f07f4868935826d,JSearch
SME DevOps Engineer,Leidos,Washington,,https://careers.leidos.com/jobs/17617714-sme-devops-engineer,JSearch
Azure DevOps Engineer,SAIC,Arlington,,https://jobs.saic.com/jobs/17790289-azure-devops-engineer,JSearch
Senior DevOps Engineer,CACI,Arlington,,https://searchcareers.caci.com/careers/job/1443150682708?domain=caci.com,JSearch
DevOps Engineer (Mid) TS/SCI Jobs,Amentum,Arlington,,https://www.clearancejobs.com/jobs/8963212/devops-engineer-mid-tssci,JSearch
"DevOps Engineer, Cyber & Data Resilience (Clearance Required)",Kroll,Washington,,https://www.indeed.com/viewjob?jk=2a8fdd2f35c0af54,JSearch
DevOps Engineer,Leidos,Washington,,https://www.whatjobs.com/jobs/devops-engineer/washington-navy-yard-district-of-columbia?id=2797880975,JSearch
DevOps Engineer Jobs,Booz Allen Hamilton,Arlington,,https://www.clearancejobs.com/jobs/8918609/devops-engineer,JSearch
"Senior Lead Software Engineer, DevOps (Cloud Operations Resilience Engineering)",Capital One,McLean,,https://www.capitalonecareers.com/job/mclean/senior-lead-software-engineer-devops-cloud-operations-resilience-engineering/1732/93225976560,JSearch
DevOps Engineer,Lockheed Martin,Herndon,,https://www.lockheedmartinjobs.com/job/herndon/devops-engineer/694/95143858464,JSearch
Azure DevOps Engineer,IvoryCloud,Rockville,,https://www.indeed.com/viewjob?jk=13929f752638a307,JSearch
DevOps Engineer,ASM Research,Greenbelt,,"https://www.ziprecruiter.com/c/ASM-Research/Job/DevOps-Engineer/-in-Greenbelt,MD?jid=65da023b7c4d0c40",JSearch
Senior DevOps Engineer (Hub-Remote: DC or Philly Metro),Element 84,,,https://www.linkedin.com/jobs/view/senior-devops-engineer-hub-remote-dc-or-philly-metro-at-element-84-4424792607,JSearch
Google Cloud Platform Engineer,LightFeather,Alexandria,,https://www.linkedin.com/jobs/view/google-cloud-platform-engineer-at-lightfeather-4428168696,JSearch
Cloud Engineer,Leidos,Beltsville,,https://www.careersingovernment.com/job/1524069/cloud-engineer/,JSearch
Cloud Engineer (AWS),"Contact Government Services, LLC",Washington,,https://www.indeed.com/viewjob?jk=f0c0060e38b5effd,JSearch
Senior Cloud Engineer,SAIC,Alexandria,,https://jobs.saic.com/jobs/17740147-senior-cloud-engineer,JSearch
AWS Cloud Engineer - Cloud Transformation & Migration (Remote),Technology Project Managers Inc,Silver Spring,,https://bebee.com/us/jobs/aws-cloud-engineer-cloud-transformation-migration-remote-technology-project-managers-inc-silver-spri--lensa-7428_a65393fa9b38866be913e78c84fc6c3ba1001589122d7e07b4b69e62e7579d28,JSearch
"Senior AWS Cloud Engineer - Onsite DC, Contract",Mastech Digital,Washington,,https://www.whatjobs.com/jobs/senior-aws-cloud-engineer/washington-district-of-columbia?id=2794215750,JSearch
Cloud Engineer SME - Full-time,Ignite IT,Suitland-Silver Hill,,https://www.snagajob.com/jobs/1218753707,JSearch
Hybrid Cloud Engineer,Arnold & Porter,Washington,,https://www.linkedin.com/jobs/view/hybrid-cloud-engineer-at-arnold-porter-4390704999,JSearch
Cloud Engineer,Fairfax County Public Schools,Falls Church,,https://www.topschooljobs.org/job/2434044/cloud-engineer/,JSearch
Cloud Engineer - GCP,Improvix Technologies,Washington,,https://www.indeed.com/viewjob?jk=6f025773e458d3f5,JSearch
Cleared AWS Cloud Engineer -(Public Trust) (4444),SMX,Washington,,https://www.theladders.com/job/cleared-aws-cloud-engineer-public-trust-4444-smx-washington-dc_82317803,JSearch
"Cloud Engineer, Senior",Cayuse Holdings,Washington,,"https://www.ziprecruiter.com/c/Cayuse-Holdings/Job/Cloud-Engineer,-Senior/-in-Washington,DC?jid=aa751e0c88d08871",JSearch
Mid-Level Cloud Engineer (4662) (Cleared & On-site),SMX,Washington,,https://www.tealhq.com/job/mid-level-cloud-engineer_7ea1a2914472ab4d7da3ca2d5601f01987927,JSearch
Senior Cloud Engineer,ECS,Falls Church,,"https://www.ziprecruiter.com/c/ECS/Job/Senior-Cloud-Engineer/-in-Falls-Church,VA?jid=f0e004fde1fadca2",JSearch
AWS Cloud Engineer,Bright Vision Technologies,Germantown,,https://www.linkedin.com/jobs/view/aws-cloud-engineer-at-bright-vision-technologies-4427929910,JSearch
Cloud Engineer (Azure),Trustar Bank,McLean,,https://www.indeed.com/viewjob?jk=b17a295857270560,JSearch
Backend Developer (TS/SCI Required),Accrete,Alexandria,,https://www.linkedin.com/jobs/view/backend-developer-ts-sci-required-at-accrete-4426153097,JSearch
Software Developer (Back End),"CGI Group, Inc.",Fairfax,,https://www.indeed.com/viewjob?jk=b6b89c57d8d6fa87,JSearch
Fresher Backend Developer Jobs in Washington DC,Cosmoquick,Washington,,https://cosmoquick.com/jobs-in/washington-dc/backend-developer-jobs/fresher,JSearch
Backend Developer,"Spatial Front, Inc",Arlington,,https://www.linkedin.com/jobs/view/backend-developer-at-spatial-front-inc-4383236702,JSearch
Part-Time Backend Developer Jobs in Washington DC,Cosmoquick,Washington,,https://cosmoquick.com/part-time-jobs-in/washington-dc/part-time-backend-developer,JSearch
Backend Developer,SWIFT Financial Messaging Services,Tysons,,https://www.indeed.com/viewjob?jk=32dddb9de4964db4,JSearch
Backend Developer,3B Staffing LLC,Washington,,https://lensa.com/job-v1/3b-staffing-llc/washington-dc/senior-backend-developer/957661bf253bcccfd3f51ee5dbd7b254,JSearch
Senior Java Backend Developer,Lumen Solutions Group Inc,Washington,,https://www.monster.com/job-openings/senior-java-backend-developer-washington-dc--c4af8a60-d173-4d37-b2ed-e4eab830218e,JSearch
Senior Backend Software Engineer,Addison Group,Washington,,https://addisongroup.com/jobs/job/senior-backend-software-engineer-information-technology-district-of-columbia-a1qpl000003sf9lyac/207321b4-5319-11f1-a4f6-024201c20d84,JSearch
Product Engineer - Backend,Promise,Washington,,https://www.indeed.com/viewjob?jk=b3c2ae7ab31142bb,JSearch
Backend Engineer : Modernizing a National Sports Platform,Uplifter Inc.,Arlington,,https://www.linkedin.com/jobs/view/backend-engineer-modernizing-a-national-sports-platform-at-uplifter-inc-4340307710,JSearch
Core Java Backend Developer | Java Developer (W2 ONLY),Macpower Digital Assets Edge Private Limited,McLean,,https://www.monster.com/job-openings/core-java-backend-developer-java-developer-w2-only-mclean-va--f38068ea-4a0f-4700-bd9a-02aad710f2b8,JSearch
Senior Backend Engineer,Pansophic Learning,McLean,,https://www.indeed.com/viewjob?jk=44f5a74b17141f9d,JSearch
Lead Backend Engineer,BluJuniper,Washington,,https://www.linkedin.com/jobs/view/lead-backend-engineer-at-blujuniper-4419972262,JSearch
Backend Software Engineer,Guardian RF,Washington,,https://www.linkedin.com/jobs/view/backend-software-engineer-at-guardian-rf-4287592494,JSearch
Backend Developer with GraphQL,Technology Ventures,McLean,,https://www.indeed.com/viewjob?jk=568858768d553fb9,JSearch
Backend Developer,Nelson Intelligence Solutions,Springfield,,"https://www.ziprecruiter.com/c/Nelson-Intelligence-Solutions/Job/Backend-Developer/-in-Springfield,VA?jid=addf57ee4b7d913a",JSearch
Front-End UI Developer,Experis,Washington,,https://www.linkedin.com/jobs/view/front-end-ui-developer-at-experis-4426907725,JSearch
Frontend Developer,"Dobbs Defense Solutions, LLC",Greater Landover,,https://www.indeed.com/viewjob?jk=93373f6735ebc5a2,JSearch
Frontend Developer,"Spatial Front, Inc",Arlington,,https://www.linkedin.com/jobs/view/frontend-developer-at-spatial-front-inc-4383244282,JSearch
Front-End Developer – Remote,Creative Information Technology India,,,https://www.indeed.com/viewjob?jk=191387a19e5ee59f,JSearch
Software Development Engineer II- Front End,Esri,Washington,,https://www.linkedin.com/jobs/view/software-development-engineer-ii-front-end-at-esri-4424720249,JSearch
Front End Web Developer Senior,Technology Ventures,McLean,,https://www.indeed.com/viewjob?jk=9d033d9c2391eec6,JSearch
Front End - React Developer,"Anagh Technologies, Inc.",Washington,,"https://www.ziprecruiter.com/c/Anagh-Technologies/Job/Front-End-React-Developer/-in-Washington,DC?jid=ed01a3f617aecc54",JSearch
Front End Engineer- Senior Associate,KPMG US,Washington,,https://www.linkedin.com/jobs/view/front-end-engineer-senior-associate-at-kpmg-us-4425548118,JSearch
Frontend Developer,Lyteforge Technologies LLC,McLean,,https://www.indeed.com/viewjob?jk=c908aa0e85742a47,JSearch
Front End Developer (mid-level),Astor & Sanders Corporation,McLean,,"https://www.ziprecruiter.com/c/Astor-&-Sanders/Job/Front-End-Developer-(mid-level)/-in-Mclean,VA?jid=4a43cf1a3436d7d7",JSearch
Front End Developer (Hybrid) - 28751,"Mission Technologies, a division of HII",Columbia,,https://www.linkedin.com/jobs/view/front-end-developer-hybrid-28751-at-mission-technologies-a-division-of-hii-4426991316,JSearch
Front End Developer,CACI,Columbia,,https://searchcareers.caci.com/careers/job/1443150216020,JSearch
Junior to Mid Level Front End Developer,"Futrend Technology, Inc.",Bethesda,,https://www.linkedin.com/jobs/view/junior-to-mid-level-front-end-developer-at-futrend-technology-inc-4366948840,JSearch
Front-End Angular Developer,Innovative Object Solutions Inc,Washington,,"https://www.ziprecruiter.com/c/Innovative-Object-Solutions/Job/Front-End-Angular-Developer/-in-Washington,DC?jid=82cd43d10b1b2ae8",JSearch
"Front End Development Engineer, One MHS Software Controls and Science",Amazon,Arlington,,https://www.linkedin.com/jobs/view/front-end-development-engineer-one-mhs-software-controls-and-science-at-amazon-4380577537,JSearch
Product Engineer - Frontend,Promise,Washington,,https://www.indeed.com/viewjob?jk=d7dd0e2daeac2064,JSearch
Senior Full Stack Developer,Open Systems Technologies Corporation,Alexandria,,https://www.linkedin.com/jobs/view/senior-full-stack-developer-at-open-systems-technologies-corporation-4428674915,JSearch
Full Stack Engineer with Security Clearance,"Mayvin, Inc.",Arlington,,https://www.linkedin.com/jobs/view/full-stack-engineer-with-security-clearance-at-mayvin-inc-4427966691,JSearch
Full Stack Developer,Cyber Security Innovations,Hyattsville,,https://www.indeed.com/viewjob?jk=0f5c4e738bf040d7,JSearch
Full-Stack PHP Developer,Pioneering Evolution LLC,Arlington,,https://www.indeed.com/viewjob?jk=e8fad4cd542dc7ee,JSearch
.NET Full Stack Developer Jobs,E-INFOSOL LLC,Washington,,https://www.clearancejobs.com/jobs/8970545/net-full-stack-developer,JSearch
Full Stack Developer // AI & Cybersecurity,threatER,Washington,,https://www.linkedin.com/jobs/view/full-stack-developer-ai-cybersecurity-at-threater-4406790980,JSearch
Sr. Full Stack Developer,Leidos,Bethesda,,https://careers.leidos.com/jobs/17742014-sr-full-stack-developer,JSearch
Full Stack Developer,BCC-NIH,Bethesda,,"https://www.ziprecruiter.com/c/BCC-NIH/Job/Full-Stack-Developer/-in-Bethesda,MD?jid=386285bee9b91787",JSearch
Java Full Stack Developer - W2 Contract,"eSolutionsFirst, LLC",McLean,,https://www.dice.com/job-detail/a299ee61-8077-4f68-978c-dff7368e06ee,JSearch
.NET Full Stack Developer - Senior - Top Secret required to apply - Wash DC - Wash DC + Hybrid,Bow Wave LLC,Washington,,https://www.indeed.com/viewjob?jk=db651145d7ab70bd,JSearch
Full Stack Developer,BOOST LLC,Silver Spring,,https://www.monster.com/job-openings/full-stack-developer-silver-spring-md--e9ae7101-4c27-4093-88e1-259eb48743f9,JSearch
Sr. Full stack Developer- Big Data Focused,Interon IT Solutions,McLean,,https://www.linkedin.com/jobs/view/sr-full-stack-developer-big-data-focused-at-interon-it-solutions-4428123915,JSearch
Full-Stack Developer (100% On-Site | Contract-to-Hire),Potomac,Bethesda,,https://www.indeed.com/viewjob?jk=c4aff347551f93da,JSearch
Full Stack Developer,Accenture Federal Services,Suitland-Silver Hill,,https://www.linkedin.com/jobs/view/full-stack-developer-at-accenture-federal-services-4412989118,JSearch
Sr. Full Stack Developer,EntreVation,Washington,,"https://www.glassdoor.com/job-listing/sr-full-stack-developer-entrevation-JV_IC1138213_KO0,23_KE24,35.htm?jl=1006134777638",JSearch
Full Stack Developer (Always Recruiting),Dev Talent Network,Washington,,"https://www.ziprecruiter.com/c/Dev-Talent-Network/Job/Full-Stack-Developer-(Always-Recruiting)/-in-Washington,DC?jid=24475f2f8a703f54",JSearch
Full Stack Software Engineer,Rune Technologies,Arlington,,https://www.indeed.com/viewjob?jk=f6b236b8526336f3,JSearch
Lead Full Stack Developer,Two Six Technologies,Arlington,,https://www.monster.com/job-openings/lead-full-stack-developer-arlington-va--d08cfc9f-bf70-41f4-8a27-2ff69847f520,JSearch
Full Stack Java Developer (Public Trust Clearance Required),Information Gateways Inc.,,,https://www.linkedin.com/jobs/view/full-stack-java-developer-public-trust-clearance-required-at-information-gateways-inc-4424594133,JSearch
